lyr_00227,sgd_006645,TRUE
lyr_00229,sgd_033561,TRUE
lyr_00231,sgd_006606,TRUE
lyr_00233,sgd_033562,TRUE
lyr_00234,sgd_033627,TRUE
lyr_00235,sgd_033530,TRUE
lyr_00236,sgd_033549,TRUE
lyr_00237,sgd_006635,TRUE
lyr_00238,sgd_033544,TRUE
lyr_00244,sgd_033567,TRUE
lyr_00247,sgd_033608,TRUE
lyr_00248,sgd_033558,TRUE
lyr_00249,sgd_033587,TRUE
lyr_00250,sgd_006609,TRUE
lyr_00251,sgd_006638,TRUE
lyr_00254,sgd_033632,TRUE
lyr_00255,sgd_006651,TRUE
lyr_00258,sgd_033563,TRUE
lyr_00263,sgd_033612,TRUE
lyr_00265,sgd_006627,TRUE
lyr_00268,sgd_033629,TRUE
lyr_00270,sgd_033565,TRUE
lyr_00276,sgd_033625,TRUE
lyr_00277,sgd_033620,TRUE
lyr_00280,sgd_033630,TRUE
lyr_00283,sgd_033584,TRUE
lyr_00285,sgd_006634,TRUE
lyr_00286,sgd_033621,TRUE
lyr_00287,sgd_006626,TRUE
lyr_00288,sgd_033583,TRUE
lyr_00291,sgd_033581,TRUE
lyr_00293,sgd_033598,TRUE
lyr_00294,sgd_006650,TRUE
lyr_00296,sgd_033597,TRUE
lyr_00300,sgd_033604,TRUE
lyr_00301,sgd_033541,TRUE
lyr_00302,sgd_006636,TRUE
lyr_00303,sgd_033576,TRUE
lyr_00307,sgd_006620,TRUE
lyr_00308,sgd_033616,TRUE
lyr_00309,sgd_006618,TRUE
lyr_00310,sgd_033539,TRUE
lyr_00312,sgd_006613,TRUE
lyr_00314,sgd_006614,TRUE
lyr_00317,sgd_033636,TRUE
lyr_00318,sgd_033610,TRUE
lyr_00319,sgd_033537,TRUE
lyr_00320,sgd_033560,TRUE
lyr_00321,sgd_033551,TRUE
lyr_00322,sgd_033594,TRUE
lyr_00323,sgd_033535,TRUE
lyr_00324,sgd_033590,TRUE
lyr_00325,sgd_033547,TRUE
lyr_00327,sgd_033593,TRUE
lyr_00328,sgd_033596,TRUE
lyr_00329,sgd_033622,TRUE
lyr_00330,sgd_006632,TRUE
lyr_00331,sgd_033575,TRUE
lyr_00332,sgd_006605,TRUE
lyr_00333,sgd_033599,TRUE
lyr_00334,sgd_033566,TRUE
lyr_00335,sgd_033615,TRUE
lyr_00336,sgd_006648,TRUE
lyr_00337,sgd_006629,TRUE
lyr_00339,sgd_006608,TRUE
lyr_00340,sgd_006646,TRUE
lyr_00341,sgd_033580,TRUE
lyr_00344,sgd_033552,TRUE
lyr_00345,sgd_006647,TRUE
lyr_00347,sgd_033614,TRUE
lyr_00348,sgd_006616,TRUE
lyr_00350,sgd_006630,TRUE
lyr_00351,sgd_033564,TRUE
lyr_00352,sgd_033585,TRUE
lyr_00353,sgd_033606,TRUE
lyr_00355,sgd_006622,TRUE
lyr_00356,sgd_033633,TRUE
lyr_00360,sgd_033579,TRUE
lyr_00363,sgd_033557,TRUE
lyr_00364,sgd_033613,TRUE
lyr_00365,sgd_033573,TRUE
lyr_00366,sgd_033617,TRUE
lyr_00367,sgd_033635,TRUE
lyr_00368,sgd_033554,TRUE
lyr_00369,sgd_033553,TRUE
lyr_00370,sgd_006633,TRUE
lyr_00372,sgd_006631,TRUE
lyr_00373,sgd_033586,TRUE
lyr_00374,sgd_033611,TRUE
lyr_00375,sgd_033600,TRUE
lyr_00376,sgd_006610,TRUE
lyr_00377,sgd_033546,TRUE
lyr_00378,sgd_033550,TRUE
lyr_00379,sgd_006619,TRUE
lyr_00380,sgd_033543,TRUE
lyr_00383,sgd_033601,TRUE
lyr_00384,sgd_033528,TRUE
lyr_00386,sgd_033623,TRUE
lyr_00387,sgd_033559,TRUE
lyr_00388,sgd_033602,TRUE
lyr_00389,sgd_033628,TRUE
lyr_00390,sgd_033556,TRUE
lyr_00392,sgd_006649,TRUE
lyr_00393,sgd_033540,TRUE
lyr_00394,sgd_033603,TRUE
lyr_00395,sgd_033529,TRUE
lyr_00398,sgd_006621,TRUE
lyr_00399,sgd_033531,TRUE
lyr_00404,sgd_033568,TRUE
lyr_00405,sgd_033533,TRUE
lyr_00407,sgd_033582,TRUE
lyr_00411,sgd_033542,TRUE
lyr_00412,sgd_033532,TRUE
lyr_00414,sgd_033591,TRUE
lyr_00416,sgd_033605,TRUE
lyr_00419,sgd_033607,TRUE
lyr_00435,sgd_033619,TRUE
lyr_00449,sgd_033571,TRUE
lyr_00453,sgd_025438,TRUE
lyr_00465,sgd_025360,TRUE
lyr_00468,sgd_025348,TRUE
lyr_00471,sgd_025379,TRUE
lyr_00473,sgd_025428,TRUE
lyr_00475,sgd_025430,TRUE
lyr_00476,sgd_001419,TRUE
lyr_00477,sgd_025391,TRUE
lyr_00478,sgd_025397,TRUE
lyr_00481,sgd_001417,TRUE
lyr_00485,sgd_025398,TRUE
lyr_00486,sgd_025417,TRUE
lyr_00487,sgd_025373,TRUE
lyr_00489,sgd_025435,TRUE
lyr_00491,sgd_001421,TRUE
lyr_00492,sgd_025422,TRUE
lyr_00494,sgd_025388,TRUE
lyr_00497,sgd_001414,TRUE
lyr_00498,sgd_025437,TRUE
lyr_00501,sgd_025384,TRUE
lyr_00505,sgd_025419,TRUE
lyr_00507,sgd_025442,TRUE
lyr_00509,sgd_025416,TRUE
lyr_00511,sgd_025414,TRUE
lyr_00512,sgd_001396,TRUE
lyr_00514,sgd_001403,TRUE
lyr_00515,sgd_025431,TRUE
lyr_00516,sgd_025413,TRUE
lyr_00521,sgd_001424,TRUE
lyr_00524,sgd_025381,TRUE
lyr_00530,sgd_001404,TRUE
lyr_00532,sgd_025433,TRUE
lyr_00533,sgd_025363,TRUE
lyr_00534,sgd_001397,TRUE
lyr_00535,sgd_025345,TRUE
lyr_00536,sgd_025450,TRUE
lyr_00538,sgd_001409,TRUE
lyr_00541,sgd_025446,TRUE
lyr_00542,sgd_025369,TRUE
lyr_00543,sgd_001416,TRUE
lyr_00549,sgd_001401,TRUE
lyr_00550,sgd_025444,TRUE
lyr_00551,sgd_001399,TRUE
lyr_00552,sgd_025402,TRUE
lyr_00553,sgd_001413,TRUE
lyr_00554,sgd_025370,TRUE
lyr_00555,sgd_025367,TRUE
lyr_00556,sgd_025387,TRUE
lyr_00558,sgd_025351,TRUE
lyr_00559,sgd_001410,TRUE
lyr_00560,sgd_025389,TRUE
lyr_00561,sgd_025385,TRUE
lyr_00563,sgd_001427,TRUE
lyr_00564,sgd_001412,TRUE
lyr_00565,sgd_025420,TRUE
lyr_00566,sgd_025405,TRUE
lyr_00567,sgd_025358,TRUE
lyr_00570,sgd_025349,TRUE
lyr_00571,sgd_025443,TRUE
lyr_00577,sgd_025383,TRUE
lyr_00578,sgd_001425,TRUE
lyr_00579,sgd_025407,TRUE
lyr_00580,sgd_025432,TRUE
lyr_00581,sgd_025395,TRUE
lyr_00584,sgd_025368,TRUE
lyr_00585,sgd_025359,TRUE
lyr_00586,sgd_025386,TRUE
lyr_00587,sgd_025357,TRUE
lyr_00589,sgd_025350,TRUE
lyr_00590,sgd_025353,TRUE
lyr_00595,sgd_025372,TRUE
lyr_00597,sgd_025376,TRUE
lyr_00598,sgd_025354,TRUE
lyr_00599,sgd_025436,TRUE
lyr_00600,sgd_025394,TRUE
lyr_00601,sgd_025406,TRUE
lyr_00603,sgd_025400,TRUE
lyr_00604,sgd_025429,TRUE
lyr_00605,sgd_025352,TRUE
lyr_00606,sgd_025426,TRUE
lyr_00607,sgd_025445,TRUE
lyr_00611,sgd_025421,TRUE
lyr_00612,sgd_025409,TRUE
lyr_00613,sgd_001420,TRUE
lyr_00614,sgd_025399,TRUE
lyr_00615,sgd_025343,TRUE
lyr_00616,sgd_001408,TRUE
lyr_00617,sgd_025401,TRUE
lyr_00620,sgd_025344,TRUE
lyr_00622,sgd_025434,TRUE
lyr_00623,sgd_025346,TRUE
lyr_00625,sgd_001418,TRUE
lyr_00626,sgd_025408,TRUE
lyr_00627,sgd_001398,TRUE
lyr_00629,sgd_025366,TRUE
lyr_00631,sgd_001406,TRUE
lyr_00632,sgd_025365,TRUE
lyr_00635,sgd_025356,TRUE
lyr_00638,sgd_025355,TRUE
lyr_00639,sgd_025418,TRUE
lyr_00661,sgd_001517,TRUE
lyr_00662,sgd_025617,TRUE
lyr_00664,sgd_025590,TRUE
lyr_00665,sgd_001494,TRUE
lyr_00666,sgd_001520,TRUE
lyr_00668,sgd_025632,TRUE
lyr_00669,sgd_025606,TRUE
lyr_00676,sgd_025657,TRUE
lyr_00677,sgd_025572,TRUE
lyr_00679,sgd_025580,TRUE
lyr_00680,sgd_001497,TRUE
lyr_00682,sgd_025625,TRUE
lyr_00683,sgd_025615,TRUE
lyr_00685,sgd_025570,TRUE
lyr_00686,sgd_025550,TRUE
lyr_00687,sgd_001510,TRUE
lyr_00688,sgd_001495,TRUE
lyr_00689,sgd_001521,TRUE
lyr_00690,sgd_025610,TRUE
lyr_00691,sgd_025576,TRUE
lyr_00692,sgd_025609,TRUE
lyr_00699,sgd_025575,TRUE
lyr_00705,sgd_025569,TRUE
lyr_00706,sgd_025566,TRUE
lyr_00707,sgd_025565,TRUE
lyr_00708,sgd_025666,TRUE
lyr_00709,sgd_025552,TRUE
lyr_00710,sgd_025596,TRUE
lyr_00711,sgd_025614,TRUE
lyr_00712,sgd_025561,TRUE
lyr_00714,sgd_025663,TRUE
lyr_00715,sgd_025598,TRUE
lyr_00717,sgd_025604,TRUE
lyr_00718,sgd_025549,TRUE
lyr_00719,sgd_025602,TRUE
lyr_00721,sgd_001491,TRUE
lyr_00722,sgd_025578,TRUE
lyr_00724,sgd_001506,TRUE
lyr_00725,sgd_025577,TRUE
lyr_00729,sgd_025627,TRUE
lyr_00730,sgd_025592,TRUE
lyr_00731,sgd_025647,TRUE
lyr_00732,sgd_025589,TRUE
lyr_00735,sgd_025644,TRUE
lyr_00736,sgd_025555,TRUE
lyr_00737,sgd_001502,TRUE
lyr_00738,sgd_025554,TRUE
lyr_00739,sgd_025639,TRUE
lyr_00740,sgd_001487,TRUE
lyr_00741,sgd_025656,TRUE
lyr_00742,sgd_025568,TRUE
lyr_00748,sgd_001500,TRUE
lyr_00750,sgd_025595,TRUE
lyr_00751,sgd_025661,TRUE
lyr_00752,sgd_025634,TRUE
lyr_00754,sgd_025611,TRUE
lyr_00755,sgd_001512,TRUE
lyr_00756,sgd_001504,TRUE
lyr_00757,sgd_025586,TRUE
lyr_00758,sgd_025642,TRUE
lyr_00760,sgd_025612,TRUE
lyr_00761,sgd_001509,TRUE
lyr_00762,sgd_025557,TRUE
lyr_00764,sgd_025563,TRUE
lyr_00765,sgd_025633,TRUE
lyr_00767,sgd_001515,TRUE
lyr_00768,sgd_025601,TRUE
lyr_00771,sgd_025640,TRUE
lyr_00772,sgd_025559,TRUE
lyr_00773,sgd_025630,TRUE
lyr_00774,sgd_025629,TRUE
lyr_00775,sgd_025651,TRUE
lyr_00776,sgd_025637,TRUE
lyr_00778,sgd_025582,TRUE
lyr_00779,sgd_025613,TRUE
lyr_00780,sgd_025591,TRUE
lyr_00781,sgd_001514,TRUE
lyr_00782,sgd_025560,TRUE
lyr_00783,sgd_025659,TRUE
lyr_00784,sgd_025654,TRUE
lyr_00787,sgd_025605,TRUE
lyr_00788,sgd_025665,TRUE
lyr_00790,sgd_025593,TRUE
lyr_00791,sgd_001489,TRUE
lyr_00792,sgd_025635,TRUE
lyr_00793,sgd_001505,TRUE
lyr_00794,sgd_001516,TRUE
lyr_00795,sgd_001496,TRUE
lyr_00797,sgd_001507,TRUE
lyr_00799,sgd_025585,TRUE
lyr_00800,sgd_025553,TRUE
lyr_00801,sgd_025631,TRUE
lyr_00804,sgd_025623,TRUE
lyr_00809,sgd_025622,TRUE
lyr_00810,sgd_025607,TRUE
lyr_00811,sgd_025649,TRUE
lyr_00812,sgd_025619,TRUE
lyr_00813,sgd_025583,TRUE
lyr_00815,sgd_025558,TRUE
lyr_00816,sgd_025584,TRUE
lyr_00818,sgd_025652,TRUE
lyr_00819,sgd_025646,TRUE
lyr_00820,sgd_025567,TRUE
lyr_00821,sgd_025594,TRUE
lyr_00822,sgd_001488,TRUE
lyr_00823,sgd_025660,TRUE
lyr_00826,sgd_025667,TRUE
lyr_00827,sgd_025556,TRUE
lyr_00828,sgd_025579,TRUE
lyr_00830,sgd_025599,TRUE
lyr_00832,sgd_025626,TRUE
lyr_00833,sgd_001498,TRUE
lyr_00834,sgd_001499,TRUE
lyr_00836,sgd_001501,TRUE
lyr_00838,sgd_025624,TRUE
lyr_00840,sgd_025620,TRUE
lyr_00841,sgd_025655,TRUE
lyr_00842,sgd_025650,TRUE
lyr_00843,sgd_025581,TRUE
lyr_00844,sgd_001522,TRUE
lyr_00845,sgd_025573,TRUE
lyr_00846,sgd_025588,TRUE
lyr_00847,sgd_025658,TRUE
